case_id,cve,library,protocol,aggregation_protocol,experiment,bucket_id,category,pattern,bucket_expected_instances,test_case_failures_static,candidate_count,candidate_maude_real_sec,candidate_elapsed_sec,candidate_runs,candidate_usable_runs,candidate_cap_reached,success_count,success_maude_real_sec,success_elapsed_sec,success_runs,success_usable_runs,success_cap_reached,failed_runs,count_mismatches,status
cve-2025-11935,CVE-2025-11935,wolfSSL,tls13,tls13,baseline,,,,,1,1,0.844,2.165563000002294,1,1,True,1,0.83,2.1468190000014147,1,1,True,0,0,cap-reached
cve-2025-11935,CVE-2025-11935,wolfSSL,tls13,tls13,bucket,tls13-psk-p5,psk,P5,3,1,1,0.756,2.0869860840030015,1,1,True,0,6.921,8.239849790988956,1,1,False,0,0,cap-reached
